source_file,policy,pressure,workload,scan_id,offset_after_scan,request_id,ok,prompt_tokens,cached_tokens,hit_rate,ttft_ms,latency_ms
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000011,29,w4-hot-000428,True,300,274,0.9133333333333333,646.6669552028179,646.6669552028179
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000011,30,w4-hot-000429,True,333,307,0.9219219219219219,645.6824541091919,645.6824541091919
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000011,31,w4-hot-000430,True,366,340,0.9289617486338798,645.2728547155857,645.2728547155857
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000011,32,w4-hot-000431,True,400,374,0.935,645.9615901112556,645.9615901112556
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,1,w4-hot-000432,True,195,2,0.010256410256410256,686.1500628292561,686.1500628292561
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,2,w4-hot-000433,True,227,3,0.013215859030837005,686.7591701447964,686.7591701447964
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,3,w4-hot-000434,True,259,2,0.007722007722007722,723.2770770788193,723.2770770788193
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,4,w4-hot-000435,True,291,2,0.006872852233676976,725.6934195756912,725.6934195756912
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,5,w4-hot-000436,True,323,2,0.006191950464396285,725.1328006386757,725.1328006386757
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,6,w4-hot-000437,True,355,2,0.005633802816901409,725.45076161623,725.45076161623
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,7,w4-hot-000438,True,388,2,0.005154639175257732,739.7973425686359,739.7973425686359
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,8,w4-hot-000439,True,421,2,0.004750593824228029,740.1418462395668,740.1418462395668
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,9,w4-hot-000440,True,454,2,0.004405286343612335,741.1653734743595,741.1653734743595
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,10,w4-hot-000441,True,195,2,0.010256410256410256,685.766227543354,685.766227543354
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,11,w4-hot-000442,True,234,3,0.01282051282051282,691.4633810520172,691.4633810520172
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,12,w4-hot-000443,True,267,3,0.011235955056179775,722.8889428079128,722.8889428079128
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,13,w4-hot-000444,True,300,3,0.01,725.7691621780396,725.7691621780396
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,14,w4-hot-000445,True,333,3,0.009009009009009009,724.7405685484409,724.7405685484409
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,15,w4-hot-000446,True,366,3,0.00819672131147541,726.8977165222168,726.8977165222168
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,16,w4-hot-000447,True,400,3,0.0075,739.6323829889297,739.6323829889297
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,17,w4-hot-000448,True,195,170,0.8717948717948718,645.9667012095451,645.9667012095451
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,18,w4-hot-000449,True,227,202,0.8898678414096917,644.2783810198307,644.2783810198307
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,19,w4-hot-000450,True,259,234,0.9034749034749034,646.0107229650021,646.0107229650021
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,20,w4-hot-000451,True,291,266,0.9140893470790378,645.7663960754871,645.7663960754871
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,21,w4-hot-000452,True,323,298,0.9226006191950464,644.2113667726517,644.2113667726517
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,22,w4-hot-000453,True,355,330,0.9295774647887324,646.3052816689014,646.3052816689014
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,23,w4-hot-000454,True,388,363,0.9355670103092784,644.2195773124695,644.2195773124695
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,24,w4-hot-000455,True,421,396,0.9406175771971497,645.9280848503113,645.9280848503113
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,25,w4-hot-000456,True,454,429,0.9449339207048458,645.2401503920555,645.2401503920555
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,26,w4-hot-000457,True,195,170,0.8717948717948718,643.7279395759106,643.7279395759106
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,27,w4-hot-000458,True,234,208,0.8888888888888888,646.5560048818588,646.5560048818588
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,28,w4-hot-000459,True,267,241,0.9026217228464419,645.1257281005383,645.1257281005383
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,29,w4-hot-000460,True,300,274,0.9133333333333333,644.9231170117855,644.9231170117855
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,30,w4-hot-000461,True,333,307,0.9219219219219219,646.0251919925213,646.0251919925213
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,31,w4-hot-000462,True,366,340,0.9289617486338798,644.4871760904789,644.4871760904789
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000012,32,w4-hot-000463,True,400,374,0.935,647.417213767767,647.417213767767
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,1,w4-hot-000464,True,195,2,0.010256410256410256,684.96248498559,684.96248498559
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,2,w4-hot-000465,True,227,3,0.013215859030837005,687.2077472507954,687.2077472507954
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,3,w4-hot-000466,True,259,2,0.007722007722007722,723.1833525002003,723.1833525002003
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,4,w4-hot-000467,True,291,2,0.006872852233676976,724.9817289412022,724.9817289412022
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,5,w4-hot-000468,True,323,2,0.006191950464396285,725.1441702246666,725.1441702246666
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,6,w4-hot-000469,True,355,2,0.005633802816901409,725.43915361166,725.43915361166
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,7,w4-hot-000470,True,388,2,0.005154639175257732,755.2236169576645,755.2236169576645
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,8,w4-hot-000471,True,421,2,0.004750593824228029,725.2256795763969,725.2256795763969
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,9,w4-hot-000472,True,454,2,0.004405286343612335,740.5437678098679,740.5437678098679
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,10,w4-hot-000473,True,195,2,0.010256410256410256,686.8360191583633,686.8360191583633
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,11,w4-hot-000474,True,234,3,0.01282051282051282,691.4438717067242,691.4438717067242
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,12,w4-hot-000475,True,267,3,0.011235955056179775,724.1829112172127,724.1829112172127
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,13,w4-hot-000476,True,300,3,0.01,725.3502085804939,725.3502085804939
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,14,w4-hot-000477,True,333,3,0.009009009009009009,724.4596667587757,724.4596667587757
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,15,w4-hot-000478,True,366,3,0.00819672131147541,726.7146408557892,726.7146408557892
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,16,w4-hot-000479,True,400,3,0.0075,738.7143559753895,738.7143559753895
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,17,w4-hot-000480,True,195,170,0.8717948717948718,646.6240435838699,646.6240435838699
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,18,w4-hot-000481,True,227,202,0.8898678414096917,646.2417468428612,646.2417468428612
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,19,w4-hot-000482,True,259,234,0.9034749034749034,645.5710642039776,645.5710642039776
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,20,w4-hot-000483,True,291,266,0.9140893470790378,646.4514210820198,646.4514210820198
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,21,w4-hot-000484,True,323,298,0.9226006191950464,644.89571377635,644.89571377635
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_2q_medium.jsonl,2q,medium,w4,000013,22,w4-hot-000485,True,355,330,0.9295774647887324,647.253256291151,647.253256291151
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,1,w4-hot-000048,True,194,2,0.010309278350515464,680.9229701757431,680.9229701757431
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,2,w4-hot-000049,True,226,3,0.01327433628318584,679.9854561686516,679.9854561686516
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,3,w4-hot-000050,True,258,2,0.007751937984496124,688.7789927423,688.7789927423
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,4,w4-hot-000051,True,290,2,0.006896551724137931,716.6714929044247,716.6714929044247
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,5,w4-hot-000052,True,322,297,0.922360248447205,643.0497542023659,643.0497542023659
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,6,w4-hot-000053,True,354,2,0.005649717514124294,719.6479104459286,719.6479104459286
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,7,w4-hot-000054,True,387,2,0.00516795865633075,733.4756702184677,733.4756702184677
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,8,w4-hot-000055,True,420,2,0.004761904761904762,735.5234697461128,735.5234697461128
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,9,w4-hot-000056,True,453,2,0.004415011037527594,736.411776393652,736.411776393652
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,10,w4-hot-000057,True,194,2,0.010309278350515464,678.9560317993164,678.9560317993164
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,11,w4-hot-000058,True,233,3,0.012875536480686695,688.104934990406,688.104934990406
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,12,w4-hot-000059,True,266,240,0.9022556390977443,642.317246645689,642.317246645689
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,13,w4-hot-000060,True,299,273,0.9130434782608695,641.1990448832512,641.1990448832512
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,14,w4-hot-000061,True,332,306,0.9216867469879518,643.1840322911739,643.1840322911739
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,15,w4-hot-000062,True,365,3,0.00821917808219178,720.3465327620506,720.3465327620506
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,16,w4-hot-000063,True,399,3,0.007518796992481203,735.1856790482998,735.1856790482998
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,17,w4-hot-000064,True,194,169,0.8711340206185567,642.6302529871464,642.6302529871464
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,18,w4-hot-000065,True,226,201,0.8893805309734514,640.1094794273376,640.1094794273376
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,19,w4-hot-000066,True,258,233,0.9031007751937985,642.9444849491119,642.9444849491119
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,20,w4-hot-000067,True,290,265,0.9137931034482759,642.344493418932,642.344493418932
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,21,w4-hot-000068,True,322,297,0.922360248447205,640.2838863432407,640.2838863432407
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,22,w4-hot-000069,True,354,329,0.9293785310734464,643.9401470124722,643.9401470124722
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,23,w4-hot-000070,True,387,362,0.9354005167958657,641.3912288844585,641.3912288844585
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,24,w4-hot-000071,True,420,395,0.9404761904761905,643.1800723075867,643.1800723075867
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,25,w4-hot-000072,True,453,428,0.9448123620309051,642.3215679824352,642.3215679824352
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,26,w4-hot-000073,True,194,169,0.8711340206185567,641.9541276991367,641.9541276991367
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,27,w4-hot-000074,True,233,207,0.8884120171673819,641.8592557311058,641.8592557311058
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,28,w4-hot-000075,True,266,240,0.9022556390977443,640.4498070478439,640.4498070478439
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,29,w4-hot-000076,True,299,273,0.9130434782608695,643.7286250293255,643.7286250293255
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,30,w4-hot-000077,True,332,306,0.9216867469879518,642.0054621994495,642.0054621994495
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,31,w4-hot-000078,True,365,339,0.9287671232876712,641.8221592903137,641.8221592903137
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000000,32,w4-hot-000079,True,399,373,0.9348370927318296,643.0212967097759,643.0212967097759
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,1,w4-hot-000080,True,194,2,0.010309278350515464,679.8331178724766,679.8331178724766
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,2,w4-hot-000081,True,226,3,0.01327433628318584,684.497281908989,684.497281908989
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,3,w4-hot-000082,True,258,2,0.007751937984496124,687.2525438666344,687.2525438666344
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,4,w4-hot-000083,True,290,2,0.006896551724137931,721.1362458765507,721.1362458765507
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,5,w4-hot-000084,True,322,297,0.922360248447205,643.3114930987358,643.3114930987358
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,6,w4-hot-000085,True,354,2,0.005649717514124294,719.9238240718842,719.9238240718842
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,7,w4-hot-000086,True,387,2,0.00516795865633075,737.364623695612,737.364623695612
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,8,w4-hot-000087,True,420,2,0.004761904761904762,736.2807430326939,736.2807430326939
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,9,w4-hot-000088,True,453,428,0.9448123620309051,644.0828368067741,644.0828368067741
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,10,w4-hot-000089,True,194,169,0.8711340206185567,641.8014764785767,641.8014764785767
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,11,w4-hot-000090,True,233,207,0.8884120171673819,643.471959978342,643.471959978342
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,12,w4-hot-000091,True,266,240,0.9022556390977443,642.9511234164238,642.9511234164238
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,13,w4-hot-000092,True,299,273,0.9130434782608695,642.2054953873158,642.2054953873158
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,14,w4-hot-000093,True,332,306,0.9216867469879518,643.8090391457081,643.8090391457081
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,15,w4-hot-000094,True,365,339,0.9287671232876712,641.686849296093,641.686849296093
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,16,w4-hot-000095,True,399,373,0.9348370927318296,643.7647230923176,643.7647230923176
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,17,w4-hot-000096,True,194,169,0.8711340206185567,642.6316350698471,642.6316350698471
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,18,w4-hot-000097,True,226,201,0.8893805309734514,642.6417678594589,642.6417678594589
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,19,w4-hot-000098,True,258,233,0.9031007751937985,642.8875848650932,642.8875848650932
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,20,w4-hot-000099,True,290,265,0.9137931034482759,643.4230729937553,643.4230729937553
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,21,w4-hot-000100,True,323,297,0.9195046439628483,643.0179812014103,643.0179812014103
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,22,w4-hot-000101,True,355,329,0.9267605633802817,642.3262991011143,642.3262991011143
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,23,w4-hot-000102,True,388,362,0.9329896907216495,644.0416686236858,644.0416686236858
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,24,w4-hot-000103,True,421,395,0.9382422802850356,642.7495032548904,642.7495032548904
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,25,w4-hot-000104,True,454,428,0.9427312775330396,644.332330673933,644.332330673933
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,26,w4-hot-000105,True,195,169,0.8666666666666667,642.7504010498524,642.7504010498524
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,27,w4-hot-000106,True,234,207,0.8846153846153846,643.5389183461666,643.5389183461666
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,28,w4-hot-000107,True,267,240,0.898876404494382,642.620425671339,642.620425671339
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,29,w4-hot-000108,True,300,273,0.91,642.9155245423317,642.9155245423317
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,30,w4-hot-000109,True,333,306,0.918918918918919,643.3208771049976,643.3208771049976
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,31,w4-hot-000110,True,366,339,0.9262295081967213,643.1033350527287,643.1033350527287
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000001,32,w4-hot-000111,True,400,373,0.9325,643.1434378027916,643.1434378027916
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,1,w4-hot-000112,True,195,2,0.010256410256410256,682.0778176188469,682.0778176188469
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,2,w4-hot-000113,True,227,3,0.013215859030837005,684.6493408083916,684.6493408083916
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,3,w4-hot-000114,True,259,2,0.007722007722007722,719.1973254084587,719.1973254084587
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,4,w4-hot-000115,True,291,2,0.006872852233676976,724.0852378308773,724.0852378308773
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,5,w4-hot-000116,True,323,297,0.9195046439628483,643.4282027184963,643.4282027184963
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,6,w4-hot-000117,True,355,2,0.005633802816901409,721.143513917923,721.143513917923
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,7,w4-hot-000118,True,388,2,0.005154639175257732,737.4531328678131,737.4531328678131
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,8,w4-hot-000119,True,421,2,0.004750593824228029,737.240195274353,737.240195274353
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,9,w4-hot-000120,True,454,2,0.004405286343612335,738.055132329464,738.055132329464
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,10,w4-hot-000121,True,195,2,0.010256410256410256,683.9911937713623,683.9911937713623
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,11,w4-hot-000122,True,234,3,0.01282051282051282,688.7381188571453,688.7381188571453
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,12,w4-hot-000123,True,267,240,0.898876404494382,643.9755707979202,643.9755707979202
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,13,w4-hot-000124,True,300,273,0.91,642.1320140361786,642.1320140361786
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,14,w4-hot-000125,True,333,306,0.918918918918919,643.617257475853,643.617257475853
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,15,w4-hot-000126,True,366,3,0.00819672131147541,723.2106029987335,723.2106029987335
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,16,w4-hot-000127,True,400,3,0.0075,736.664030700922,736.664030700922
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,17,w4-hot-000128,True,195,170,0.8717948717948718,644.3408280611038,644.3408280611038
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,18,w4-hot-000129,True,227,202,0.8898678414096917,642.7231021225452,642.7231021225452
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,19,w4-hot-000130,True,259,234,0.9034749034749034,644.1580578684807,644.1580578684807
/root/kv-cache/results/raw_pressure_w4_limit500/w4_pressure_lfu_medium.jsonl,lfu,medium,w4,000002,20,w4-hot-000131,True,291,266,0.9140893470790378,642.619501799345,642.619501799345
